EI_NAME,ENV_NAME,BOOTLOAD,PL_NAME,SRV_NAME,UNT,UNT_IMAGE,COMPUTE_UNIT,Cores,Memory (Gigs),Prod/Dev,EM  Y / N / Retire,Comments
OEMDBP121D06,oem0147,apol5u8,TECHPROD-NADC-01,srv11412,unit19439,OEMDBP121D06_DB2,12,2,6,Prod,N,
OEMDBP121D06,oem0147,apol5u8,TECHPROD-NADC-01,srv13410,unit19440,OEMDBP121D06_GC,16,2,8,Prod,N,
OEMDBP121D06 Total,,,,,,,,18,66,,,
OEMEBS121D03,oem0157,apol5u8,TECHBUILD-NADC-01,srv10805,unit19775,OEMEBS121D03_EB2,76,3,38,Prod,N,
OEMEBS121D03,oem0157,apol5u8,TECHBUILD-NADC-01,srv12302,unit19774,OEMEBS121D03_EB1,42,3,21,Prod,N,
OEMEBS121D03,oem0157,apol5u8,TECHBUILD-NADC-01,srv14503,unit19773,OEMEBS121D03_CC,16,2,8,prod,N,
OEMEBS121D03,oem0157,apol5u8,TECHBUILD-NADC-01,srv17832,unit19776,OEMEBS121D03_RUE,16,2,8,Prod,N,
OEMEBS121D03 Total,,,,,,,,10,75,,,
OEMEBS122D01,oem00124,apol5u10,TECHPROD-NADC-01,srv12002,unit4415,OEMEBS122D01_CC,14,2,7,prod,Retire 11/31/2015,
OEMEBS122D01,oem00124,apol5u10,TECHPROD-NADC-01,srv13703,unit4416,OEMEBS122D01_E1A,42,2,21,prod,Retire 11/31/2015,
OEMEBS122D01,oem00125,apol5u10,TECHPROD-NADC-01,srv12002,unit4417,OEMEBS122D01_CC,14,2,7,prod,Retire 11/31/2015,
OEMEBS122D01,oem00125,apol5u10,TECHPROD-NADC-01,srv14804,unit4418,OEMEBS122D01_E1A,42,2,21,prod,Retire 11/31/2015,
OEMEBS122D01,oem0071,apol5u10,TECHPROD-NADC-01,srv10903,unit3511,OEMEBS122D01_CC,14,2,7,prod,Retire 11/31/2015,
OEMEBS122D01,oem0071,apol5u10,TECHPROD-NADC-01,srv10903,unit3516,OEMEBS122D01_E1A,42,2,21,prod,Retire 11/31/2015,
OEMEBS122D01 Total,,,,,,,,12,84,,,
OEMFAS121D01,oem0017,apol6u4,TECHPROD-NADC-01,srv17831,unit24123,OEMFAS121D01_FAS,48,4,24,prod,Retire 11/31/2015,
OEMFAS121D01 Total,,,,,,,,4,24,,,
OEMFAS121D02,oem0018,apol6u4,TECHPROD-NADC-01,srv17831,unit24124,OEMFAS121D02_FAS,64,4,32,Prod,N,
OEMFAS121D02,oem0019,apol6u4,TECHPROD-NADC-01,srv13703,unit24125,OEMFAS121D02_FAS,64,4,32,Prod,N,
OEMFAS121D02,oem0034,apol6u4,TECHPROD-NADC-01,srv14808,unit24633,OEMFAS121D02_FAS,64,4,32,prod,N,
OEMFAS121D02,oem0035,apol6u4,TECHPROD-NADC-01,srv17831,unit24634,OEMFAS121D02_FAS,64,4,32,prod,N,
OEMFAS121D02,oem0036,apol6u4,TECHPROD-NADC-01,srv11713,unit24635,OEMFAS121D02_FAS,64,4,32,prod,N,
OEMFAS121D02,oem0037,apol6u4,TECHPROD-NADC-01,srv11713,unit24636,OEMFAS121D02_FAS,64,4,32,prod,N,
OEMFAS121D02,oem0038,apol6u4,TECHPROD-NADC-01,srv11016,unit24637,OEMFAS121D02_FAS,64,4,32,prod,N,
OEMFAS121D02,oem0039,apol6u4,TECHPROD-NADC-01,srv11515,unit24638,OEMFAS121D02_FAS,64,4,32,prod,N,
OEMFAS121D02,oem0040,apol6u4,TECHPROD-NADC-01,srv11313,unit24639,OEMFAS121D02_FAS,64,4,32,prod,N,
OEMFAS121D02,oem0041,apol6u4,TECHPROD-NADC-01,srv11906,unit24640,OEMFAS121D02_FAS,64,4,32,prod,N,
OEMFAS121D02,oem0042,apol6u4,TECHPROD-NADC-01,srv17809,unit24641,OEMFAS121D02_FAS,64,4,32,prod,N,
OEMFAS121D02,oem0043,apol6u4,TECHPROD-NADC-01,srv11016,unit24642,OEMFAS121D02_FAS,64,4,32,prod,N,
OEMFAS121D02,oem0160,apol6u4,TECHBUILD-NADC-01,srv13815,unit22042,OEMFAS121D02_FAS,64,4,32,Prod,N,
OEMFAS121D02,oem0167,apol6u4,TECHPROD-NADC-01,srv17825,unit0007,OEMFAS121D02_FAS,64,4,32,Prod,N,
OEMFAS121D02,oem0169,apol6u4,TECHPROD-NADC-01,srv17931,unit18933,OEMFAS121D02_FAS,64,4,32,Prod,N,
OEMFAS121D02,oem0170,apol6u4,TECHPROD-NADC-01,srv11016,unit19186,OEMFAS121D02_FAS,64,4,32,prod,N,
OEMFAS121D02,oem0207,apol6u4,TECHBUILD-NADC-01,srv17930,unit6053,OEMFAS121D02_FAS,64,4,32,Prod,N,
OEMFAS121D02 Total,,,,,,,,68,544,,,
OEMFMW121D02,oem0026,apol5u10,TECHPROD-NADC-01,srv11710,unit1979,OEMFMW121D02_DB,8,2,4,Prod,N,
OEMFMW121D02,oem0026,apol5u10,TECHPROD-NADC-01,srv11710,unit1981,OEMFMW121D02_BTM,8,2,4,Prod,N,
OEMFMW121D02,oem0026,apol5u10,TECHPROD-NADC-01,srv11710,unit1982,OEMFMW121D02_COH,24,2,12,Prod,N,
OEMFMW121D02,oem0026,apol5u10,TECHPROD-NADC-01,srv14409,unit1980,OEMFMW121D02_SOA,28,2,14,prod,N,
OEMFMW121D02 Total,,,,,,,,8,34,,,
OEMGTD121D02,oem0008,apol5u10,TECHPROD-NADC-01,srv10611,unit0081,OEMGTD121D02_DB1,8,2,4,prod,N,
OEMGTD121D02,oem0008,apol5u10,TECHPROD-NADC-01,srv10611,unit0083,OEMGTD121D02_WL1,10,2,5,Prod,N,
OEMGTD121D02,oem0008,apol5u10,TECHPROD-NADC-01,srv10611,unit0084,OEMGTD121D02_WL2,10,2,5,Prod,N,
OEMGTD121D02,oem0008,apol5u10,TECHPROD-NADC-01,srv14806,unit0082,OEMGTD121D02_DB2,4,2,2,Prod,N,
OEMGTD121D02 Total,,,,,,,,8,16,,,
OEMHRD121C01,oem0174,apol6u4,TECHBUILD-NADC-01,srv11510,unit24689,OEMHRD121C01_CC1,48,4,24,Dev,N,
OEMHRD121C01,oem0183,apol6u4,TECHBUILD-NADC-01,srv11510,unit0239,OEMHRD121C01_CC1,48,4,24,Dev,N,
OEMHRD121C01,oem0184,apol6u4,TECHBUILD-NADC-01,srv11510,unit0269,OEMHRD121C01_CC1,48,4,24,Dev,N,
OEMHRD121C01,oem0192,apol6u4,TECHBUILD-NADC-01,srv14503,unit0463,OEMHRD121C01_CC1,48,4,24,Dev,N,
OEMHRD121C01,oem0193,apol6u4,TECHBUILD-NADC-01,srv11002,unit0464,OEMHRD121C01_CC1,48,4,24,Dev,N,
OEMHRD121C01 Total,,,,,,,,20,120,,,
OEMIDM121D01,oem0045,apol5u10,TECHPROD-NADC-01,srv12105,unit18484,OEMIDM121D01_OAM,24,2,12,prod,N,
OEMIDM121D01,oem0045,apol5u10,TECHPROD-NADC-01,srv12105,unit18512,OEMIDM121D01_OID,20,2,10,prod,N,
OEMIDM121D01 Total,,,,,,,,4,22,,,
OEMJDE121D01,oem00122,Win2008r2_a,TECHPROD-NADC-01,srv10319,unit7545,OEMJDE121D01_J1X,6,2,3,Prod,N,Windows no EM
OEMJDE121D01,oem00122,apol5u10,TECHPROD-NADC-01,srv11313,unit7544,OEMJDE121D01_APP,22,2,11,prod,N,
OEMJDE121D01 Total,,,,,,,,4,14,,,
OEMOBI122D01,oem0089,Win2008r2_a,TECHPROD-NADC-01,srv12105,unit1426,OEMOBI122D01_BIT,6,2,3,Prod,N,Windows no EM
OEMOBI122D01,oem0089,apol5u10,TECHPROD-NADC-01,srv14708,unit1380,OEMOBI122D01_BIS,28,2,14,Prod,N,
OEMOBI122D01 Total,,,,,,,,4,17,,,
OEMOMC121D01,oem0198,apol6u4,TECHBUILD-NADC-01,srv11002,unit3714,OEMOMC121D01_C01,64,5,32,Prod,N,
OEMOMC121D01,oem0198,apol6u4,TECHBUILD-NADC-01,srv12112,unit3754,OEMOMC121D01_C11,32,2,16,prod,N,
OEMOMC121D01,oem0198,apol6u4,TECHBUILD-NADC-01,srv12302,unit3769,OEMOMC121D01_C12,32,2,16,Prod,N,
OEMOMC121D01,oem0198,apol6u4,TECHBUILD-NADC-01,srv13709,unit3729,OEMOMC121D01_C04,64,5,32,Prod,N,
OEMOMC121D01,oem0198,apol6u4,TECHBUILD-NADC-01,srv14503,unit3716,OEMOMC121D01_C02,64,5,32,prod,N,
OEMOMC121D01,oem0198,apol6u4,TECHBUILD-NADC-01,srv14508,unit3752,OEMOMC121D01_C09,32,2,16,prod,N,
OEMOMC121D01,oem0198,apol6u4,TECHBUILD-NADC-01,srv14802,unit3753,OEMOMC121D01_C10,32,2,16,Prod,N,
OEMOMC121D01,oem0198,apol6u4,TECHBUILD-NADC-01,srv17832,unit3718,OEMOMC121D01_C03,64,5,32,Prod,N,
OEMOMC121D01,oem0198,apol6u4,TECHBUILD-NADC-01,srv17832,unit3748,OEMOMC121D01_C05,64,5,32,Prod,N,
OEMOMC121D01,oem0198,apol6u4,TECHBUILD-NADC-01,srv17832,unit3751,OEMOMC121D01_C08,64,5,32,prod,N,
OEMOMC121D01,oem0198,apol6u4,TECHBUILD-NADC-01,srv17930,unit3749,OEMOMC121D01_C06,64,5,32,prod,N,
OEMOMC121D01,oem0198,apol6u4,TECHBUILD-NADC-01,srv17930,unit3750,OEMOMC121D01_C07,64,5,32,prod,N,
OEMOMC121D01 Total,,,,,,,,48,320,,,
OEMOVW121D02,oem0003,apol5u10,TECHPROD-NADC-01,srv10319,unit0079,OEMOVW121D02_OMS,32,2,16,prod,N,
OEMOVW121D02,oem0003,apol5u10,TECHPROD-NADC-01,srv10319,unit0080,OEMOVW121D02_REP,20,2,10,prod,N,
OEMOVW121D02,oem0003,apol5u10,TECHPROD-NADC-01,srv11710,unit1196,OEMOVW121D02_RUE,48,2,24,prod,N,
OEMOVW121D02 Total,,,,,,,,6,50,,,
OEMRUE121D03,oem0154,apol6u4,TECHPROD-NADC-01,srv13201,unit0003,OEMRUE121D03_RUE,48,6,24,prod,N,
OEMRUE121D03,oem0172,apol6u4,TECHPROD-NADC-01,srv17831,unit20340,OEMRUE121D03_RUE,48,6,24,prod,N,
OEMRUE121D03,oem0180,apol6u4,TECHPROD-NADC-01,srv10319,unit24700,OEMRUE121D03_RUE,48,6,24,Prod,N,
OEMRUE121D03,oem0181,apol6u4,TECHPROD-NADC-01,srv17932,unit24701,OEMRUE121D03_RUE,48,6,24,Prod,N,
OEMRUE121D03,oem0194,apol6u4,TECHPROD-NADC-01,srv11215,unit0006,OEMRUE121D03_RUE,48,6,24,Prod,N,
OEMRUE121D03,oem0195,apol6u4,TECHPROD-NADC-01,srv12002,unit1393,OEMRUE121D03_RUE,48,6,24,prod,N,
OEMRUE121D03,oem0196,apol6u4,TECHPROD-NADC-01,srv12005,unit1404,OEMRUE121D03_RUE,48,6,24,Prod,N,
OEMRUE121D03,oem0197,apol6u4,TECHPROD-NADC-01,srv12002,unit14443,OEMRUE121D03_RUE,48,6,24,Prod,N,
OEMRUE121D03 Total,,,,,,,,48,192,,,
OEMSOA121D02,oem0033,apol5u10,TECHPROD-NADC-01,srv14502,unit1971,OEMSOA121D02_SOA,16,2,8,Prod,N,
OEMSOA121D02,oem0033,apol5u10,TECHPROD-NADC-01,srv14808,unit1978,OEMSOA121D02_CC,12,2,6,prod,N,
OEMSOA121D02 Total,,,,,,,,4,14,,,
OEMTPP121D01,oem0052,apol5u10,TECHPROD-NADC-01,srv11412,unit4046,OEMTPP121D01_IMQ,12,2,6,prod,N,
OEMTPP121D01,oem0052,apol5u10,TECHPROD-NADC-01,srv11515,unit4047,OEMTPP121D01_IWS,10,2,5,prod,N,
OEMTPP121D01,oem0052,apol5u10,TECHPROD-NADC-01,srv11515,unit4048,OEMTPP121D01_JBS,10,2,5,Prod,N,
OEMTPP121D01,oem0052,apol5u10,TECHPROD-NADC-01,srv12002,unit4049,OEMTPP121D01_TCT,8,2,4,Prod,N,
OEMTPP121D01 Total,,,,,,,,8,20,,,
OEMTPP121D02,oem0054,Win2008r2_a,TECHPROD-NADC-01,srv14408,unit6025,OEMTPP121D02_MSS,10,2,5,Prod,N,Windows no EM
OEMTPP121D02,oem0054,apol5u10,TECHPROD-NADC-01,srv11016,unit6024,OEMTPP121D02_DB2,6,2,3,Prod,N,
OEMTPP121D02,oem0054,apol5u10,TECHPROD-NADC-01,srv17825,unit6026,OEMTPP121D02_SYB,6,2,3,Prod,N,
OEMTPP121D02 Total,,,,,,,,6,11,,,
OEMWCP122D01,oem0102,Win2008r2_a,TECHPROD-NADC-01,srv10611,unit4414,OEMOBI122D01_BIT,6,2,3,Prod,N,Windows no EM
OEMWCP122D01,oem0102,apol5u10,TECHPROD-NADC-01,srv11016,unit4413,OEMWCP122D01_PLT,28,2,14,Prod,N,
OEMWCP122D01 Total,,,,,,,,4,17,,,
OFMB2C121D01,ofm0431,apol5u8,TECHPROD-NADC-01,srv11215,unit20672,OFMB2C121D01_B2C,48,4,24,Prod,N,
OFMB2C121D01,ofm0431,apol5u8,TECHPROD-NADC-01,srv14413,unit20673,OFMB2C121D01_OAM,24,2,12,Prod,N,
OFMB2C121D01,ofm0432,apol5u8,TECHPROD-NADC-01,srv10611,unit20674,OFMB2C121D01_B2C,48,4,24,Prod,N,
OFMB2C121D01,ofm0432,apol5u8,TECHPROD-NADC-01,srv17809,unit20675,OFMB2C121D01_OAM,24,2,12,Prod,N,
OFMB2C121D01 Total,,,,,,,,12,72,,,
OFMIOT111D01,ofm0402,apol5u8,TECHBUILD-NADC-01,srv11002,unit18231,OFMIOT111D01_PLT,24,4,12,Prod,N,
OFMIOT111D01 Total,,,,,,,,4,12,,,
OFMIOTCSC01,ofm0108,apol5u10,TECHBUILD-NADC-01,srv13709,unit0387,OFMIOTCSC01_PCS,32,4,16,Dev,N,
OFMIOTCSC01,ofm0108,apol5u8,TECHBUILD-NADC-01,srv17828,unit0384,OFMIOTCSC01_IDM,48,2,24,Dev,N,
OFMIOTCSC01,ofm0108,apol6u4,TECHBUILD-NADC-01,srv10915,unit0386,OFMIOTCSC01_MCS,48,4,24,Dev,N,
OFMIOTCSC01,ofm0108,apol6u4,TECHBUILD-NADC-01,srv17828,unit0385,OFMIOTCSC01_IOT,32,4,16,Dev,N,
OFMIOTCSC01 Total,,,,,,,,14,80,,,
OFMMCS111D01,ofm0062,apol5u8,TECHPROD-NADC-01,srv17809,unit6275,OFMMCS111D01_IDM,48,2,24,Prod,N,
OFMMCS111D01,ofm0062,apol6u4,TECHPROD-NADC-01,srv17809,unit6276,OFMMCS111D01_MCS,48,4,24,Prod,N,
OFMMCS111D01,ofm0063,apol5u8,TECHBUILD-NADC-01,srv11002,unit20323,OFMMCS111D01_IDM,48,2,24,Prod,N,
OFMMCS111D01,ofm0063,apol6u4,TECHBUILD-NADC-01,srv11002,unit20324,OFMMCS111D01_MCS,48,4,24,Prod,N,
OFMMCS111D01,ofm0113,apol5u8,TECHPROD-NADC-01,srv17932,unit0421,OFMMCS111D01_IDM,48,2,24,Prod,N,
OFMMCS111D01,ofm0113,apol6u4,TECHPROD-NADC-01,srv17932,unit0422,OFMMCS111D01_MCS,48,4,24,Prod,N,
OFMMCS111D01,ofm0409,apol5u8,TECHBUILD-NADC-01,srv11510,unit2905,OFMMCS111D01_IDM,48,2,24,Prod,N,
OFMMCS111D01,ofm0409,apol6u4,TECHBUILD-NADC-01,srv11510,unit2914,OFMMCS111D01_MCS,48,4,24,Prod,N,
OFMMCS111D01,ofm0442,apol5u8,TECHPROD-NADC-01,srv13703,unit23292,OFMMCS111D01_IDM,48,2,24,Prod,N,
OFMMCS111D01,ofm0442,apol6u4,TECHPROD-NADC-01,srv17825,unit23293,OFMMCS111D01_MCS,48,4,24,Prod,N,
OFMMCS111D01,ofm0443,apol5u8,TECHPROD-NADC-01,srv17931,unit23586,OFMMCS111D01_IDM,48,2,24,Prod,N,
OFMMCS111D01,ofm0443,apol6u4,TECHPROD-NADC-01,srv17931,unit23587,OFMMCS111D01_MCS,48,4,24,Prod,N,
OFMMCS111D01,ofm0454,apol5u8,TECHPROD-NADC-01,srv17931,unit23582,OFMMCS111D01_IDM,48,2,24,Prod,N,
OFMMCS111D01,ofm0454,apol6u4,TECHPROD-NADC-01,srv17931,unit23583,OFMMCS111D01_MCS,48,4,24,Prod,N,
OFMMCS111D01 Total,,,,,,,,42,336,,,
OFMMOBAPPD01,ofm0187,apol5u8,TECHBUILD-NADC-01,srv17930,unit5208,OFMMOBAPPD01_APP,24,4,12,Prod,N,
OFMMOBAPPD01,ofm0486,apol5u8,TECHBUILD-NADC-01,srv17930,unit18240,OFMMOBAPPD01_APP,24,4,12,Prod,N,
OFMMOBAPPD01,ofm0487,apol5u8,TECHBUILD-NADC-01,srv17832,unit9349,OFMMOBAPPD01_APP,24,4,12,Prod,N,
OFMMOBAPPD01 Total,,,,,,,,12,36,,,
OFMNTS111D01,ofm0422,DomU_ol5u8,TECHPROD-NADC-01,srv10610,unit19798,OFMNTS111D01_NTS,24,2,12,Prod ,N,
OFMNTS111D01 Total,,,,,,,,2,12,,,
OFMOIM111D03,ofm0042,apol5u8,TECHPROD-NADC-01,srv10319,unit2136,OFMOIM111D03_LS1,48,4,24,Dev,N,
OFMOIM111D03 Total,,,,,,,,4,24,,,
OFMOMS111D01,ofm00413,Windows 2008 R2 Standard (64),ISL-NADC-01,srv15108,unit0679,OFMOMS111D01_MAD,8,2,4,Prod,N,Windows no EM - IPOC
OFMOMS111D01,ofm00413,Windows 2008 R2 Standard (64),ISL-NADC-01,srv15108,unit0680,OFMOMS111D01_MEX,24,4,12,Prod,N,Windows no EM - IPOC
OFMOMS111D01,ofm00413,Windows 2008 R2 Standard (64),ISL-NADC-01,srv15109,unit0678,OFMOMS111D01_BZR,16,4,8,Prod,N,Windows no EM - IPOC
OFMOMS111D01,ofm00413,Windows 2008 R2 Standard (64) - v2,ISL-NADC-01,srv15115,unit0682,DSSWIN2008RV2D01_WIN,8,2,4,Prod,N,Windows no EM - IPOC
OFMOMS111D01,ofm00413,apol6u4,ISL-NADC-01,srv15114,unit0681,OFMOMS111D01_OAM,24,4,12,Prod,N,Windows no EM - IPOC
OFMOMS111D01,ofm00413,apol6u4,ISL-NADC-01,srv15115,unit0677,OFMOMS111D01_OMS,48,4,24,Prod,N,Windows no EM - IPOC
OFMOMS111D01 Total,,,,,,,,20,64,,,
OFMOSD111D05,ofm0416,apol5u8,TECHPROD-NADC-01,srv12005,unit0073,OFMOSD111D05_IAM,48,4,24,Prod,N,
OFMOSD111D05,ofm0419,apol5u8,TECHBUILD-NADC-01,srv17832,unit14677,OFMOSD111D05_IAM,48,4,24,Dev,N,
OFMOSD111D05,ofm0444,apol5u8,TECHPROD-NADC-01,srv17809,unit23423,OFMOSD111D05_IAM,48,4,24,Prod,N,
OFMOSD111D05,ofm0445,apol5u8,TECHBUILD-NADC-01,srv14802,unit23301,OFMOSD111D05_IAM,48,4,24,Prod,N,
OFMOSD111D05,ofm0446,apol5u8,TECHPROD-NADC-01,srv14709,unit23302,OFMOSD111D05_IAM,48,4,24,Prod,N,
OFMOSD111D05,ofm0460,apol5u8,TECHPROD-NADC-01,srv13411,unit24040,OFMOSD111D05_IAM,48,4,24,Prod,N,
OFMOSD111D05 Total,,,,,,,,24,144,,,
OFMS2PMCED01,ofm0408,apol5u8,TECHBUILD-NADC-01,srv12112,unit1038,OFMS2PMCED01_WCP,24,4,12,Prod,N,
OFMS2PMCED01,ofm0408,apol5u8,TECHBUILD-NADC-01,srv12302,unit15573,OFMS2PMCED01_OAM,32,2,16,Prod,N,
OFMS2PMCED01,ofm0408,apol5u8,TECHBUILD-NADC-01,srv13709,unit20693,OFMS2PMCED01_SOA,24,4,12,Prod,N,
OFMS2PMCED01 Total,,,,,,,,10,40,,,
OFMSIM111D01,ofm0426,DomU_ol5u8,TECHPROD-NADC-01,srv11313,unit19883,OFMSIM111D01_ODB,64,4,32,Prod,N,
OFMSIM111D01,ofm0426,DomU_ol5u8,TECHPROD-NADC-01,srv14414,unit19884,OFMSIM111D01_OHS,32,8,16,Prod,N,
OFMSIM111D01,ofm0426,DomU_ol5u8,TECHPROD-NADC-01,srv17825,unit19885,OFMSIM111D01_OID,32,8,16,Prod,N,
OFMSIM111D01,ofm0426,DomU_ol5u8,TECHPROD-NADC-01,srv17931,unit19882,OFMSIM111D01_IDM,32,8,16,Prod,N,
OFMSIM111D01 Total,,,,,,,,28,80,,,
OFMWCP111D09,ofm00231,Win2008r2_a,TECHPROD-NADC-01,srv11710,unit7898,OFMWCP111D09_WTL,6,2,3,Prod,N,Windows no EM
OFMWCP111D09,ofm00231,apol5u8,TECHPROD-NADC-01,srv11906,unit0335,OFMWCP111D09_PLT,24,4,12,Prod,N,
OFMWCP111D09,ofm00253,Win2008r2_a,TECHBUILD-NADC-01,srv17832,unit3875,OFMWCP111D09_WTL,6,2,3,Prod,N,Windows no EM
OFMWCP111D09,ofm00253,apol5u8,TECHBUILD-NADC-01,srv14802,unit3867,OFMWCP111D09_PLT,24,4,12,Prod,N,
OFMWCP111D09,ofm00257,Win2008r2_a,TECHBUILD-NADC-01,srv11510,unit0294,OFMWCP111D09_WTL,6,2,3,Prod,N,Windows no EM
OFMWCP111D09,ofm00257,apol5u8,TECHBUILD-NADC-01,srv17828,unit0293,OFMWCP111D09_PLT,24,4,12,Prod,N,
OFMWCP111D09,ofm00280,Win2008r2_a,TECHBUILD-NADC-01,srv17832,unit1194,OFMWCP111D09_WTL,6,2,3,Prod,N,Windows no EM
OFMWCP111D09,ofm00280,apol5u8,TECHBUILD-NADC-01,srv12112,unit1193,OFMWCP111D09_PLT,24,4,12,Prod,N,
OFMWCP111D09,ofm00339,Win2008r2_a,TECHBUILD-NADC-01,srv11510,unit9779,OFMWCP111D09_WTL,6,2,3,Prod,N,Windows no EM
OFMWCP111D09,ofm0040,Win2008r2_a,TECHPROD-NADC-01,srv11812,unit24502,OFMWCP111D09_WTL,6,2,3,Prod,N,Windows no EM
OFMWCP111D09,ofm0040,apol5u8,TECHPROD-NADC-01,srv11812,unit24501,OFMWCP111D09_PLT,24,4,12,Prod,N,
OFMWCP111D09,ofm0176,Win2008r2_a,TECHPROD-NADC-01,srv14409,unit3626,OFMWCP111D09_WTL,6,2,3,Prod,N,Windows no EM
OFMWCP111D09,ofm0176,apol5u8,TECHPROD-NADC-01,srv14409,unit3625,OFMWCP111D09_PLT,48,4,24,Prod,N,
OFMWCP111D09,ofm0386,Win2008r2_a,TECHBUILD-NADC-01,srv11002,unit17305,OFMWCP111D09_WTL,6,2,3,Prod,N,Windows no EM
OFMWCP111D09,ofm0386,apol5u8,TECHPROD-NADC-01,srv13410,unit17304,OFMWCP111D09_PLT,24,4,12,Prod,N,
OFMWCP111D09,ofm0463,Win2008r2_a,TECHPROD-NADC-01,srv11215,unit24105,OFMWCP111D09_WTL,6,2,3,Prod,N,Windows no EM
OFMWCP111D09,ofm0463,apol5u8,TECHPROD-NADC-01,srv13201,unit24104,OFMWCP111D09_PLT,24,4,12,Prod,N,
OFMWCP111D09 Total,,,,,,,,50,135,,,
OWCCEB111D08,owc0053,Win2008r2_a,TECHBUILD-NADC-01,srv10805,unit17541,OWCCEB111D08_WTL,8,2,4,Dev,N,Windows no EM
OWCCEB111D08,owc0053,apol5u10,TECHBUILD-NADC-01,srv12302,unit17542,OWCCEB111D08_APP,108,5,54,Dev,Y,
OWCCEB111D08,owc0053,apol5u8,TECHBUILD-NADC-01,srv17832,unit17543,OWCCEB111D08_IPM,24,4,12,Dev,Y,
OWCCEB111D08,owc0085,DomU_ol5u8,TECHBUILD-NADC-01,srv17828,unit18533,OWCCEB111D08_EBS,64,3,32,Dev,Y,
OWCCEB111D08,owc0085,Win2008r2_a,TECHBUILD-NADC-01,srv17828,unit18532,OWCCEB111D08_WTL,8,2,4,Dev,N,Windows no EM
OWCCEB111D08,owc0085,apol5u8,TECHBUILD-NADC-01,srv17828,unit18534,OWCCEB111D08_IPM,24,4,12,Dev,Y,
OWCCEB111D08 Total,,,,,,,,20,118,,,
OWCCPL111D07,ofm00358,Win2008r2_a,TECHPROD-NADC-01,srv11215,unit3629,OWCCPL111D07_WTL,8,2,4,Prod,N,Windows no EM
OWCCPL111D07,ofm00358,apol5u8,TECHPROD-NADC-01,srv12005,unit3628,OWCCPL111D07_PLT,24,4,12,Prod,N,
OWCCPL111D07,owc00002,Win2008r2_a,TECHBUILD-NADC-01,srv13815,unit7634,OWCCPL111D07_WTL,8,2,4,Prod,N,Windows no EM
OWCCPL111D07,owc00002,apol5u8,TECHPROD-NADC-01,srv12005,unit7633,OWCCPL111D07_PLT,24,4,12,Prod,N,
OWCCPL111D07,owc0101,Win2008r2_a,TECHPROD-NADC-01,srv11713,unit20668,OWCCPL111D07_WTL,8,2,4,Prod,N,Windows no EM
OWCCPL111D07,owc0101,apol5u8,TECHPROD-NADC-01,srv11713,unit20667,OWCCPL111D07_PLT,24,4,12,Prod,N,
OWCCPL111D07,owc0102,Win2008r2_a,TECHPROD-NADC-01,srv11713,unit20670,OWCCPL111D07_WTL,8,2,4,Prod,N,Windows no EM
OWCCPL111D07,owc0102,apol5u8,TECHPROD-NADC-01,srv10903,unit20669,OWCCPL111D07_PLT,24,4,12,Prod,N,
OWCCPL111D07 Total,,,,,,,,24,64,,,
OWCCPS111D08,owc0052,Win2008r2_a,TECHBUILD-NADC-01,srv11510,unit17540,OWCCPS111D08_WTL,8,2,4,Dev,N,Windows no EM
OWCCPS111D08,owc0052,Windows 2008 R2 Standard (64),TECHBUILD-NADC-01,srv10805,unit17538,OWCCPS111D08_PSW,8,2,4,Dev,Y,Windows no EM
OWCCPS111D08,owc0052,apol5u8,TECHBUILD-NADC-01,srv14802,unit17539,OWCCPS111D08_PSF,64,4,32,Dev,Y,
OWCCPS111D08,owc0052,apol5u8,TECHBUILD-NADC-01,srv17832,unit17537,OWCCPS111D08_IPM,24,4,12,Dev,Y,
OWCCPS111D08,owc0086,Win2008r2_a,TECHBUILD-NADC-01,srv13709,unit18684,OWCCPS111D08_WTL,8,2,4,Dev,N,Windows no EM
OWCCPS111D08,owc0086,Windows 2008 R2 Standard (64),TECHBUILD-NADC-01,srv13709,unit18682,OWCCPS111D08_PSW,8,2,4,Dev,Y,Windows no EM
OWCCPS111D08,owc0086,apol5u8,TECHBUILD-NADC-01,srv13709,unit18681,OWCCPS111D08_IPM,24,4,12,Dev,Y,
OWCCPS111D08,owc0086,apol5u8,TECHBUILD-NADC-01,srv13709,unit18683,OWCCPS111D08_PSF,64,4,32,Dev,Y,
OWCCPS111D08,owc0087,Win2008r2_a,TECHBUILD-NADC-01,srv13815,unit0215,OWCCPS111D08_WTL,8,2,4,Dev,N,Windows no EM
OWCCPS111D08,owc0087,apol5u8,TECHBUILD-NADC-01,srv11002,unit0094,OWCCPS111D08_PSF,64,4,32,Dev,Y,
OWCCPS111D08,owc0087,apol5u8,TECHBUILD-NADC-01,srv17832,unit0093,OWCCPS111D08_IPM,24,4,12,Dev,Y,
OWCCPS111D08,owc0087,apol5u8,TECHPROD-NADC-01,srv14409,unit0096,OWCCPS111D08_PSF,64,4,32,Dev,Y,
OWCCPS111D08 Total,,,,,,,,38,184,,,
OWCFIN111D01,owc0114,apol6u4,TECHBUILD-NADC-01,srv11510,unit18466,OWCFIN111D01_FIN,48,4,24,Dev,Retire 10/9/15,
OWCFIN111D01 Total,,,,,,,,4,24,,,
