EI_NAME,ENV_NAME,BOOTLOAD,PL_NAME,SRV_NAME,UNT,UNT_IMAGE,COMPUTE_UNIT,Cores,Memory (Gigs),Prod/Dev,EM  Y / N / Retire,Comments
OBIOTBIEED02,obi0271,apol5u10,TECHPROD-NADC-01,srv17932,unit22184,OBIOTBIEED02_BIS,48,8,24,Prod,Retire 12/31/2015,
OBIOTBIEED02,obi0271,apol5u10,TECHPROD-NADC-01,srv17932,unit22185,OBIOTBIEED02_OAM,32,4,16,Prod,Retire 12/31/2015,
OBIOTBIEED02 Total,,,,,,,,60,200,,,
OBIOTBIEED03,obi0093,apol5u10,TECHBUILD-NADC-01,srv10805,unit24253,OBIOTBIEED03_OAM,32,4,16,Prod,Y,
OBIOTBIEED03,obi0093,apol5u10,TECHBUILD-NADC-01,srv14411,unit24252,OBIOTBIEED03_BIS,48,8,24,Prod,Y,
OBIOTBIEED03,obi0112,apol5u10,TECHBUILD-NADC-01,srv11002,unit24254,OBIOTBIEED03_BIS,48,8,24,Prod,Y,
OBIOTBIEED03,obi0112,apol5u10,TECHBUILD-NADC-01,srv13709,unit24255,OBIOTBIEED03_OAM,32,4,16,Prod,Y,
OBIOTBIEED03,obi0286,apol5u10,TECHPROD-NADC-01,srv11215,unit2918,OBIOTBIEED03_OAM,32,4,16,Prod,Y,
OBIOTBIEED03,obi0286,apol5u10,TECHPROD-NADC-01,srv13410,unit2917,OBIOTBIEED03_BIS,48,8,24,Prod,Y,
OBIOTBIEED03,obi0301,apol5u10,GSELABS-NADC-01,srv13602,unit3311,OBIOTBIEED03_BIS,48,8,24,Prod,Y,
OBIOTBIEED03,obi0301,apol5u10,GSELABS-NADC-01,srv13602,unit3315,OBIOTBIEED03_OAM,32,4,16,Prod,Y,
OBIOTBIEED03,obi0302,apol5u10,GSELABS-NADC-01,srv13602,unit3317,OBIOTBIEED03_BIS,48,8,24,Prod,Y,
OBIOTBIEED03,obi0302,apol5u10,GSELABS-NADC-01,srv13602,unit3318,OBIOTBIEED03_OAM,32,4,16,Prod,Y,
OBIOTBIEED03,obi0303,apol5u10,GSELABS-NADC-01,srv13602,unit3319,OBIOTBIEED03_BIS,48,8,24,Prod,Y,
OBIOTBIEED03,obi0303,apol5u10,GSELABS-NADC-01,srv13602,unit3320,OBIOTBIEED03_OAM,32,4,16,Prod,Y,
OBIOTBIEED03,obi0305,apol5u10,GSELABS-NADC-01,srv13602,unit3340,OBIOTBIEED03_BIS,48,8,24,Prod,Y,
OBIOTBIEED03,obi0305,apol5u10,GSELABS-NADC-01,srv13602,unit3389,OBIOTBIEED03_OAM,32,4,16,Prod,Y,
OBIOTBIEED03,obi0312,apol5u10,TECHPROD-NADC-01,srv17932,unit4035,OBIOTBIEED03_BIS,48,8,24,Prod,Y,
OBIOTBIEED03,obi0312,apol5u10,TECHPROD-NADC-01,srv17932,unit4075,OBIOTBIEED03_OAM,32,4,16,Prod,Y,
OBIOTBIEED03,obi0317,apol5u10,TECHPROD-NADC-01,srv11812,unit23897,OBIOTBIEED03_BIS,48,8,24,Prod,Y,
OBIOTBIEED03,obi0317,apol5u10,TECHPROD-NADC-01,srv12105,unit23898,OBIOTBIEED03_OAM,32,4,16,Prod,Y,
OBIOTBIEED03,obi0320,apol5u10,TECHPROD-NADC-01,srv13201,unit23973,OBIOTBIEED03_BIS,48,8,24,Prod,Y,
OBIOTBIEED03,obi0320,apol5u10,TECHPROD-NADC-01,srv14502,unit23974,OBIOTBIEED03_OAM,32,4,16,Prod,Y,
OBIOTBIEED03,obi0321,apol5u10,TECHPROD-NADC-01,srv12002,unit23975,OBIOTBIEED03_BIS,48,8,24,Prod,Y,
OBIOTBIEED03,obi0321,apol5u10,TECHPROD-NADC-01,srv12005,unit23976,OBIOTBIEED03_OAM,32,4,16,Prod,Y,
OBIOTBIEED03 Total,,,,,,,,132,440,,,
ODBACM121W01,odb0187,Windows 2008 R2 Standard (64) - v2,TECHPROD-NADC-01,srv17809,unit23889,ODBACM121W01_WIN,8,2,4,Prod,Retired 15-Sep-15,Already Retired
ODBACM121W01,odb0187,apol5u8,TECHPROD-NADC-01,srv13703,unit23888,ODBACM121W01_DB,16,2,8,Prod,Retired 15-Sep-15,Already Retired
ODBACM121W01 Total,,,,,,,,4,12,,,
ODBAVF121D01,odb00095,Win2008r2_a,TECHPROD-NADC-01,srv17931,unit4193,ODBAVF121D01_WIN,4,2,2,Prod,N,Windows no EM
ODBAVF121D01,odb00095,apol5u10,TECHPROD-NADC-01,srv10903,unit4190,ODBAVF121D01_DB1,16,2,8,Prod,N,Bare metel not sure EM standardization possible
ODBAVF121D01,odb00095,apol5u10,TECHPROD-NADC-01,srv11713,unit4189,ODBAVF121D01_AV,4,2,2,Prod,N,Bare metel not sure EM standardization possible
ODBAVF121D01,odb00095,apol5u10,TECHPROD-NADC-01,srv17825,unit4192,ODBAVF121D01_FW,4,2,2,Prod,N,
ODBAVF121D01 Total,,,,,,,,8,14,,,
ODBBDA211D01,odb0043,apol5u10,TECHPROD-NADC-01,srv12005,unit1087,ODBBDA211D01_CC,16,2,8,Prod,N,EM Image Check with Fethiye to Retire
ODBBDA211D01 Total,,,,,,,,2,8,,,
ODBBIG111D01,odb0046,Win2008r2_a,TECHPROD-NADC-01,srv17825,unit1090,ODBBIG111D01_BI,32,2,16,Prod,N,Windows no EM
ODBBIG111D01,odb0046,apol5u10,TECHPROD-NADC-01,srv11906,unit1102,ODBBIG111D01_DB,8,2,4,Prod,N,Check with Fethiye to Retire
ODBBIG111D01,odb0046,apol5u10,TECHPROD-NADC-01,srv11906,unit1103,ODBBIG111D01_HD1,8,2,4,Prod,N,Check with Fethiye to Retire
ODBBIG111D01,odb0046,apol5u10,TECHPROD-NADC-01,srv11906,unit1104,ODBBIG111D01_HD2,8,2,4,Prod,N,Check with Fethiye to Retire
ODBBIG111D01,odb0046,apol5u10,TECHPROD-NADC-01,srv11906,unit1105,ODBBIG111D01_HDM,8,2,4,Prod,N,
ODBBIG111D01 Total,,,,,,,,10,32,,,
ODBCMP121D01,odb0056,apol5u10,TECHBUILD-NADC-01,srv10915,unit20434,ODBCMP121D01_DB,16,2,8,Dev,N,
ODBCMP121D01,odb0179,apol5u10,TECHBUILD-NADC-01,srv17832,unit19865,ODBCMP121D01_DB,16,2,8,Dev,N,
ODBCMP121D01,odb0244,apol5u10,TECHBUILD-NADC-01,srv10915,unit18539,ODBCMP121D01_DB,16,2,8,Dev,N,
ODBCMP121D01,odb0260,apol5u10,TECHBUILD-NADC-01,srv17828,unit20435,ODBCMP121D01_DB,16,2,8,Dev,N,
ODBCMP121D01 Total,,,,,,,,8,32,,,
ODBDAS121D01,odb0216,apol6u4,TECHBUILD-NADC-01,srv17930,unit24481,ODBDAS121D01_DAS,48,4,24,Dev,N,Em Image
ODBDAS121D01,odb0240,apol6u4,TECHBUILD-NADC-01,srv14802,unit2460,ODBDAS121D01_DAS,48,4,24,Dev,N,Em Image 
ODBDAS121D01 Total,,,,,,,,8,48,,,
ODBDBL121D01,odb0227,apol5u10,TECHPROD-NADC-01,srv11215,unit23258,ODBDBL121D01_RD4,32,4,16,Dev,N,EM Image
ODBDBL121D01,odb0227,apol5u10,TECHPROD-NADC-01,srv11215,unit23652,ODBDBL121D01_RD2,48,4,24,Dev,N,EM Image
ODBDBL121D01,odb0227,apol5u10,TECHPROD-NADC-01,srv11906,unit23646,ODBDBL121D01_GC,20,2,10,Dev,N,Em Image
ODBDBL121D01,odb0227,apol5u10,TECHPROD-NADC-01,srv14413,unit23259,ODBDBL121D01_RD5,48,4,24,Dev,N,Em Image
ODBDBL121D01,odb0227,apol5u10,TECHPROD-NADC-01,srv14413,unit23651,ODBDBL121D01_RD1,48,4,24,Dev,N,Em Image
ODBDBL121D01,odb0227,apol5u10,TECHPROD-NADC-01,srv17931,unit23647,ODBDBL121D01_PD1,16,2,8,Dev,N,Em Image
ODBDBL121D01,odb0227,apol5u10,TECHPROD-NADC-01,srv17931,unit23648,ODBDBL121D01_PD2,16,2,8,Dev,N,Em Image
ODBDBL121D01,odb0227,apol5u10,TECHPROD-NADC-01,srv17931,unit23650,ODBDBL121D01_PS,16,2,8,Dev,N,EM Image
ODBDBL121D01,odb0227,apol5u10,TECHPROD-NADC-01,srv17931,unit23653,ODBDBL121D01_RD3,16,2,8,Dev,N,EM Image
ODBDBL121D01 Total,,,,,,,,26,130,,,
ODBDBP121D01,odb0009,apol5u10,ZEUSDEV-NADC-01,srv11015,unit17455,ODBDBP121D01_DB1,16,2,8,Dev,N,Em Image
ODBDBP121D01,odb0009,apol5u10,ZEUSDEV-NADC-01,srv11015,unit17456,ODBDBP121D01_DB2,12,2,6,Dev,N,Em Image
ODBDBP121D01,odb0009,apol5u10,ZEUSDEV-NADC-01,srv11015,unit17457,ODBDBP121D01_GC,16,2,8,Dev,N,Em Image
ODBDBP121D01 Total,,,,,,,,6,22,,,
ODBDIM121D01,odb0214,Win2008r2_a,TECHPROD-NADC-01,srv17825,unit24289,ODBDIM121D01_APP,8,2,4,Dev,N,Windows no EM
ODBDIM121D01,odb0214,apol5u8,TECHPROD-NADC-01,srv17825,unit24290,ODBDIM121D01_DB1,20,4,10,Dev,N,EM Image
ODBDIM121D01 Total,,,,,,,,6,14,,,
ODBEXA112D01,odb0045,apol5u10,TECHPROD-NADC-01,srv14502,unit4119,ODBEXA112D01_GC,16,2,8,Prod,Retire 11/30/15,
ODBEXA112D01 Total,,,,,,,,2,8,,,
ODBGGR121D01,odb0224,Win2008r2_a,TECHBUILD-NADC-01,srv13815,unit20029,ODBGGR121D01_WIN,4,2,2,Dev,N,Windows no EM
ODBGGR121D01,odb0224,apol5u8,TECHBUILD-NADC-01,srv13815,unit24489,ODBGGR121D01_MMS,24,4,12,Dev,N,
ODBGGR121D01,odb0225,apol5u8,TECHBUILD-NADC-01,srv13815,unit24490,ODBGGR121D01_MMS,24,4,12,Dev,N,
ODBGGR121D01 Total,,,,,,,,10,26,,,
ODBKEY121D01,odb0217,apol5u8,TECHBUILD-NADC-01,srv13815,unit24482,ODBKEY121D01_DB,24,4,12,Dev,N,
ODBKEY121D01,odb0241,apol5u8,TECHBUILD-NADC-01,srv17828,unit2461,ODBKEY121D01_DB,24,4,12,Dev,N,
ODBKEY121D01 Total,,,,,,,,8,24,,,
ODBNSL121D01,odb0218,Win2008r2_a,TECHBUILD-NADC-01,srv13815,unit20023,ODBNSL121D01_WIN,4,2,2,Dev,N,Windows no EM
ODBNSL121D01,odb0218,apol6u4,TECHBUILD-NADC-01,srv12112,unit24483,ODBNSL121D01_OVW,24,4,12,Dev,N,
ODBNSL121D01,odb0219,apol6u4,TECHBUILD-NADC-01,srv13815,unit24484,ODBNSL121D01_OVW,24,4,12,Dev,N,
ODBNSL121D01 Total,,,,,,,,10,26,,,
ODBODA270D01,odb0006,apol5u10,TECHBUILD-NADC-01,srv17832,unit7628,ODBODA270D01_CC,16,2,8,Prod,N,Em Image
ODBODA270D01,odb0006,win2008r2_a,TECHBUILD-NADC-01,srv11510,unit7629,ODBODA270D01_APP,6,2,3,Prod,N,Windows no EM
ODBODA270D01,odb0052,Win2008r2_a,ADMIN-NADC-13,srv15605,unit17191,ODBODA270D01_APP,6,2,3,Prod,N,Windows no EM
ODBODA270D01,odb0052,apol5u10,TECHBUILD-NADC-01,srv17832,unit17190,ODBODA270D01_CC,16,2,8,Prod,N,EM Image
ODBODA270D01,odb0052,win2008r2_a,TECHPROD-NADC-01,srv10319,unit9979,ODBODA270D01_APP1,6,2,3,Prod,N,Windows no EM
ODBODA270D01 Total,,,,,,,,10,25,,,
ODBODM121D01,odb0012,apol5u10,GSELABS-NADC-01,srv13003,unit9822,ODBODM121D01_SRV1,32,2,16,Dev,N,Em Image
ODBODM121D01,odb0263,apol5u10,TECHBUILD-NADC-01,srv11510,unit1240,ODBODM121D01_SRV1,32,2,16,Dev,N,Em Image
ODBODM121D01 Total,,,,,,,,4,32,,,
ODBPLG121D02,odb00094,apol5u10,TECHPROD-NADC-01,srv11515,unit4188,ODBPLG121D02_GC,20,4,10,Prod,Retire 11/31/2015,
ODBPLG121D02,odb00094,apol5u10,TECHPROD-NADC-01,srv14804,unit4186,ODBPLG121D02_DB1,12,2,6,Prod,Retire 11/31/2015,
ODBPLG121D02,odb00094,apol5u10,TECHPROD-NADC-01,srv17931,unit4187,ODBPLG121D02_DB2,12,2,6,Prod,Retire 11/31/2015,
ODBPLG121D02,odb0058,apol5u10,TECHPROD-NADC-01,srv11412,unit3615,ODBPLG121D02_GC,20,4,10,Prod,Retire 11/31/2015,
ODBPLG121D02,odb0058,apol5u10,TECHPROD-NADC-01,srv12005,unit3613,ODBPLG121D02_DB1,12,2,6,Prod,Retire 11/31/2015,
ODBPLG121D02,odb0058,apol5u10,TECHPROD-NADC-01,srv13703,unit3614,ODBPLG121D02_DB2,12,2,6,Prod,Retire 11/31/2015,
ODBPLG121D02 Total,,,,,,,,16,44,,,
ODBRDM112D01,odb0243,apol6u4,TECHBUILD-NADC-01,srv17828,unit7026,ODBRDM112D01_DB,16,2,8,Dev,Retire 11/31/2015,
ODBRDM112D01 Total,,,,,,,,2,8,,,
ODBSCC121D01,odb0220,apol6u4,TECHBUILD-NADC-01,srv13815,unit24485,ODBSCC121D01_CMP,24,4,12,Dev,Retire 11/31/2015,
ODBSCC121D01 Total,,,,,,,,4,12,,,
ODBSCW121D01,odb0222,apol6u4,TECHBUILD-NADC-01,srv13815,unit24487,ODBSCW121D01_SEC,24,4,12,dev,N,
ODBSCW121D01,odb0223,apol6u4,TECHBUILD-NADC-01,srv13815,unit24488,ODBSCW121D01_SEC,24,4,12,dev,N,
ODBSCW121D01 Total,,,,,,,,8,24,,,
ODBSEC112D02,odb0007,Win2008r2_a,TECHPROD-NADC-01,srv11906,unit1002,ODBSEC112D02_DB2,4,2,2,Prod,N,Windows no EM
ODBSEC112D02,odb0007,apol5u10,TECHPROD-NADC-01,srv10610,unit1000,ODBSEC112D02_DB1,16,2,8,Prod,N,
ODBSEC112D02,odb0007,apol5u10,TECHPROD-NADC-01,srv10611,unit1001,ODBSEC112D02_APP,8,2,4,Prod,N,
ODBSEC112D02 Total,,,,,,,,6,14,,,
ODBSEC121D01,odb0044,apol5u10,TECHPROD-NADC-01,srv13201,unit7645,ODBSEC121D01_DB1,16,2,8,Prod,N,
ODBSEC121D01,odb0044,apol5u10,TECHPROD-NADC-01,srv14408,unit7646,ODBSEC121D01_DB2,16,2,8,Prod,N,
ODBSEC121D01,odb0044,apol5u10,TECHPROD-NADC-01,srv14413,unit17080,ODBSEC121D01_AV,4,2,2,Prod,N,
ODBSEC121D01,odb0044,apol5u10,TECHPROD-NADC-01,srv14413,unit17081,ODBSEC121D01_FW,4,2,2,Prod,N,
ODBSEC121D01,odb0044,apol5u10,TECHPROD-NADC-01,srv14414,unit7647,ODBSEC121D01_EM,12,2,6,Prod,N,Em Image
ODBSEC121D01,odb0180,apol5u10,TECHPROD-NADC-01,srv10610,unit20162,ODBSEC121D01_DB1,16,2,8,Prod,N,
ODBSEC121D01,odb0180,apol5u10,TECHPROD-NADC-01,srv10610,unit20163,ODBSEC121D01_DB2,16,2,8,Prod,N,
ODBSEC121D01,odb0180,apol5u10,TECHPROD-NADC-01,srv10610,unit20164,ODBSEC121D01_EM,12,2,6,Prod,N,Em Image
ODBSEC121D01,odb0180,apol5u10,TECHPROD-NADC-01,srv17825,unit20161,ODBSEC121D01_AV,4,2,2,Prod,N,
ODBSEC121D01,odb0180,apol5u10,TECHPROD-NADC-01,srv17825,unit20165,ODBSEC121D01_FW,4,2,2,Prod,N,
ODBSEC121D01,odb0182,apol5u10,TECHPROD-NADC-01,srv10319,unit20676,ODBSEC121D01_AV,4,2,2,Prod,N,
ODBSEC121D01,odb0182,apol5u10,TECHPROD-NADC-01,srv10319,unit20677,ODBSEC121D01_DB1,16,2,8,Prod,N,
ODBSEC121D01,odb0182,apol5u10,TECHPROD-NADC-01,srv10319,unit20680,ODBSEC121D01_FW,4,2,2,Prod,N,
ODBSEC121D01,odb0182,apol5u10,TECHPROD-NADC-01,srv10903,unit20678,ODBSEC121D01_DB2,16,2,8,Prod,N,
ODBSEC121D01,odb0182,apol5u10,TECHPROD-NADC-01,srv14414,unit20679,ODBSEC121D01_EM,12,2,6,Prod,N,EM Image
ODBSEC121D01,odb0183,apol5u10,TECHPROD-NADC-01,srv10319,unit20688,ODBSEC121D01_DB1,16,2,8,Prod,N,
ODBSEC121D01,odb0183,apol5u10,TECHPROD-NADC-01,srv11515,unit20689,ODBSEC121D01_DB2,16,2,8,Prod,N,
ODBSEC121D01,odb0183,apol5u10,TECHPROD-NADC-01,srv14708,unit20687,ODBSEC121D01_AV,4,2,2,Prod,N,
ODBSEC121D01,odb0183,apol5u10,TECHPROD-NADC-01,srv15606,unit20690,ODBSEC121D01_EM,12,2,6,Prod,N,Em Image
ODBSEC121D01,odb0183,apol5u10,TECHPROD-NADC-01,srv17931,unit20691,ODBSEC121D01_FW,4,2,2,Prod,N,
ODBSEC121D01,odb0190,apol5u10,ADMIN-NADC-11,srv12216,unit24072,ODBSEC121D01_AV,4,2,2,Prod,N,
ODBSEC121D01,odb0190,apol5u10,ADMIN-NADC-11,srv12216,unit24073,ODBSEC121D01_DB1,16,2,8,Prod,N,
ODBSEC121D01,odb0190,apol5u10,ADMIN-NADC-11,srv12216,unit24074,ODBSEC121D01_DB2,16,2,8,Prod,N,
ODBSEC121D01,odb0190,apol5u10,ADMIN-NADC-11,srv12216,unit24075,ODBSEC121D01_EM,12,2,6,Prod,N,EM Image
ODBSEC121D01,odb0190,apol5u10,ADMIN-NADC-11,srv12216,unit24076,ODBSEC121D01_FW,4,2,2,Prod,N,
ODBSEC121D01 Total,,,,,,,,50,130,,,
ODBSPA121D01,odb0256,apol5u10,TECHBUILD-NADC-01,srv14508,unit20321,ODBSPA121D01_DB1,20,2,10,Dev,N,
ODBSPA121D01 Total,,,,,,,,2,10,,,
ODBSQL121D01,odb0262,apol6u4,TECHPROD-NADC-01,srv17809,unit0036,ODBSQL121D01_DB1,20,6,10,Prod,N,Big SQL Fethiye to take
ODBSQL121D01 Total,,,,,,,,6,10,,,
ODBUDM112D01,odb0184,apol6u4,TECHBUILD-NADC-01,srv13709,unit22098,ODBUDM112D01_DB,16,2,8,Dev,Retire 11/30/15,
ODBUDM112D01 Total,,,,,,,,2,8,,,
ODBUPD12D01,odb0257,Win2008r2_a,TECHBUILD-NADC-01,srv10805,unit20346,ODBUPD12D01_WIN,24,2,12,Dev,N,Windows no EM
ODBUPD12D01,odb0257,apol5u10,TECHBUILD-NADC-01,srv12112,unit20322,ODBUPD12D01_DB1,20,2,10,Dev ,N,
ODBUPD12D01 Total,,,,,,,,4,22,,,
ODIOEM121D01,odi0017,apol5u10,TECHBUILD-NADC-01,srv10805,unit23661,ODIOEM121D01_ODI,24,4,12,Prod,Retire 11/01/15,
ODIOEM121D01,odi0018,apol5u10,TECHBUILD-NADC-01,srv13815,unit23662,ODIOEM121D01_ODI,24,4,12,Prod,Retire 11/01/15,
ODIOEM121D01 Total,,,,,,,,8,24,,,
OEMADM121D03,oem0134,DomU_ol5u8,TECHPROD-NADC-01,srv10319,unit17597,OEMADM121D03_WLS,10,2,5,Prod,Retire 11/31/2015,
OEMADM121D03,oem0134,DomU_ol5u8,TECHPROD-NADC-01,srv14806,unit17596,OEMADM121D03_ADM,12,2,6,prod,Retire 11/31/2015,
OEMADM121D03,oem0152,DomU_ol5u8,TECHPROD-NADC-01,srv10319,unit19500,OEMADM121D03_ADM,12,2,6,prod,Retire 11/31/2015,
OEMADM121D03,oem0152,DomU_ol5u8,TECHPROD-NADC-01,srv14413,unit19501,OEMADM121D03_WLS,10,2,5,prod,Retire 11/31/2015,
OEMADM121D03 Total,,,,,,,,8,22,,,
OEMADM121D04,oem0171,apol5u10,TECHBUILD-NADC-01,srv10915,unit19257,OEMADM121D04_ADM,16,2,8,Prod,N,
OEMADM121D04,oem0171,apol5u10,TECHBUILD-NADC-01,srv10915,unit19258,OEMADM121D04_WLS,10,2,5,Prod,N,
OEMADM121D04,oem0175,apol5u10,TECHPROD-NADC-01,srv14808,unit24690,OEMADM121D04_ADM,16,2,8,Prod,N,
OEMADM121D04,oem0175,apol5u10,TECHPROD-NADC-01,srv14808,unit24691,OEMADM121D04_WLS,10,2,5,Prod,N,
OEMADM121D04,oem0176,apol5u10,TECHPROD-NADC-01,srv17809,unit24692,OEMADM121D04_ADM,16,2,8,Prod,N,
OEMADM121D04,oem0176,apol5u10,TECHPROD-NADC-01,srv17809,unit24693,OEMADM121D04_WLS,10,2,5,Prod,N,
OEMADM121D04,oem0177,apol5u10,TECHPROD-NADC-01,srv17931,unit24694,OEMADM121D04_ADM,16,2,8,Prod,N,
OEMADM121D04,oem0177,apol5u10,TECHPROD-NADC-01,srv17931,unit24695,OEMADM121D04_WLS,10,2,5,Prod,N,
OEMADM121D04 Total,,,,,,,,16,52,,,
OEMAMS121D01,oem0048,Win2008r2_a,TECHPROD-NADC-01,srv10611,wa2730,OEMAMS121D01_S2X,6,2,3,Prod,N,Windows no EM
OEMAMS121D01,oem0048,Win2008r2_a,TECHPROD-NADC-01,srv14804,wa2729,OEMAMS121D01_S1X,6,2,3,Prod,N,Windows no EM
OEMAMS121D01,oem0048,apol5u10,TECHPROD-NADC-01,srv14804,unit3367,OEMAMS121D01_RUE,48,6,24,Prod,N,
OEMAMS121D01,oem0048,apol5u10,TECHPROD-NADC-01,srv17825,fa2729,OEMAMS121D01_S1A,22,2,11,Prod,N,
OEMAMS121D01,oem0048,apol5u10,TECHPROD-NADC-01,srv17825,fa2730,OEMAMS121D01_S2A,22,2,11,Prod,N,
OEMAMS121D01 Total,,,,,,,,14,52,,,
OEMAMS121D02,oem0208,apol5u10,TECHPROD-NADC-01,srv11710,unit3365,OEMAMS121D02_OMS,32,2,16,Prod,N,
OEMAMS121D02,oem0208,apol5u10,TECHPROD-NADC-01,srv13201,unit3366,OEMAMS121D02_REP,20,2,10,Prod,N,
OEMAMS121D02,oem0208,apol5u10,TECHPROD-NADC-01,srv17931,unit7307,OEMAMS121D02_RUE,48,6,24,Prod,N,
OEMAMS121D02 Total,,,,,,,,10,50,,,
OEMATS121D01,oem0053,Win2008r2_a,TECHPROD-NADC-01,srv14409,unit4052,OEMATS121D01_J1X,6,2,3,Prod,N,Windows no EM
OEMATS121D01,oem0053,apol5u10,TECHPROD-NADC-01,srv11016,unit4050,OEMATS121D01_E1A,40,3,20,Prod,N,
OEMATS121D01,oem0053,apol5u10,TECHPROD-NADC-01,srv11313,unit4051,OEMATS121D01_J1A,18,2,9,Prod,N,
OEMATS121D01,oem0069,Win2008r2_a,TECHPROD-NADC-01,srv17825,wa2367,OEMATS121D01_ATS,6,2,3,Prod,N,Windows no EM
OEMATS121D01,oem0069,apol5u8,TECHPROD-NADC-01,srv17825,la0490,EBS121D07_APP,40,3,20,Prod,N,
OEMATS121D01 Total,,,,,,,,12,55,,,
OEMATS124D01,oem0144,Win2008r2_a,TECHPROD-NADC-01,srv11515,unit9991,OEMATS124D01_OPS,6,2,3,Prod,N,Windows no EM
OEMATS124D01,oem0144,apol5u10,TECHPROD-NADC-01,srv11515,unit9990,OEMATS124D01_ATS,24,2,12,Prod,N,
OEMATS124D01,oem0148,Win2008r2_a,TECHPROD-NADC-01,srv11016,unit9993,OEMATS124D01_OPS,6,2,3,Prod,N,Windows no EM
OEMATS124D01,oem0148,apol5u10,TECHPROD-NADC-01,srv17825,unit9992,OEMATS124D01_ATS,24,2,12,Prod,N,
OEMATS124D01,oem0199,Win2008r2_a,TECHBUILD-NADC-01,srv13709,unit2234,OEMATS124D01_OPS,6,2,3,Prod,N,Windows no EM
OEMATS124D01,oem0199,apol5u10,TECHBUILD-NADC-01,srv13709,unit2233,OEMATS124D01_ATS,24,2,12,Prod,N,
OEMATS124D01 Total,,,,,,,,12,45,,,
OEMATS124S01,oem0159,DomU_ol5u8,TECHBUILD-NADC-01,srv12112,unit20516,OEMATS124S01_P1A,64,4,32,Prod,N,
OEMATS124S01,oem0159,DomU_ol5u8,TECHBUILD-NADC-01,srv13709,unit20515,OEMATS124S01_E1A,64,3,32,Prod,N,
OEMATS124S01,oem0159,DomU_ol5u8,TECHBUILD-NADC-01,srv17930,unit3521,OEMATS124S01_S1A,20,2,10,Prod,N,
OEMATS124S01,oem0159,Windows 2008 R2 Standard (64),TECHBUILD-NADC-01,srv13709,unit20517,OEMATS124S01_P1P,8,2,4,Prod,N,Windows no EM
OEMATS124S01,oem0159,Windows 2008 R2 Standard (64) - v2,TECHBUILD-NADC-01,srv17930,unit3522,OEMATS124S01_S1X,8,2,4,Prod,N,Windows no EM
OEMATS124S01 Total,,,,,,,,13,82,,,
OEMATS921D01,oem0002,apol5u10,TECHPROD-NADC-01,srv14413,unit0021,OEMATS921D01_WLS,10,2,5,Prod,N,
OEMATS921D01 Total,,,,,,,,2,5,,,
OEMCM121D01,oem00113,apol5u10,TECHBUILD-NADC-01,srv12112,unit17621,OEMCM121D01_CC,16,4,8,Prod,N,EM Image
OEMCM121D01,oem00113,apol5u10,TECHBUILD-NADC-01,srv13709,unit17622,OEMCM121D01_VMM,16,3,8,Prod,Retire 11/30/15,
OEMCM121D01 Total,,,,,,,,7,16,,,
OEMCON121D01,oem0153,Windows 2008 R2 Standard (64),TECHBUILD-NADC-01,srv13709,unit19731,OEMCON121D01_CON,20,2,10,Prod,N,Windows no EM
OEMCON121D01 Total,,,,,,,,2,10,,,
OEMDBP121D03,oem0022,apol5u8,TECHPROD-NADC-01,srv10903,unit1954,OEMDBP121D03_GC,16,2,8,Prod,Retire 11/30/15,
OEMDBP121D03,oem0022,apol5u8,TECHPROD-NADC-01,srv12002,unit1959,OEMDBP121D03_RD3,16,2,8,prod,Retire 11/30/15,
OEMDBP121D03,oem0022,apol5u8,TECHPROD-NADC-01,srv13411,unit1953,OEMDBP121D03_PS,16,2,8,prod,Retire 11/30/15,
OEMDBP121D03,oem0022,apol5u8,TECHPROD-NADC-01,srv13411,unit1955,OEMDBP121D03_PD1,16,2,8,prod,Retire 11/30/15,
OEMDBP121D03,oem0022,apol5u8,TECHPROD-NADC-01,srv13411,unit1956,OEMDBP121D03_PD2,16,2,8,Prod,Retire 11/30/15,
OEMDBP121D03,oem0022,apol5u8,TECHPROD-NADC-01,srv17809,unit1957,OEMDBP121D03_RD1,16,2,8,Prod,Retire 11/30/15,
OEMDBP121D03,oem0022,apol5u8,TECHPROD-NADC-01,srv17809,unit1958,OEMDBP121D03_RD2,16,2,8,Prod,Retire 11/30/15,
OEMDBP121D03 Total,,,,,,,,14,56,,,
OEMDBP121D06,oem0145,apol5u8,TECHPROD-NADC-01,srv10319,unit19323,OEMDBP121D06_GC,16,2,8,Prod,N,EM Image
OEMDBP121D06,oem0145,apol5u8,TECHPROD-NADC-01,srv14806,unit19321,OEMDBP121D06_DB1,16,2,8,Prod,N,
OEMDBP121D06,oem0145,apol5u8,TECHPROD-NADC-01,srv14806,unit19322,OEMDBP121D06_DB2,12,2,6,Prod,N,
OEMDBP121D06,oem0146,apol5u8,TECHPROD-NADC-01,srv12005,unit19437,OEMDBP121D06_GC,16,2,8,Prod,N,
OEMDBP121D06,oem0146,apol5u8,TECHPROD-NADC-01,srv14806,unit19435,OEMDBP121D06_DB1,16,2,8,Prod,N,
OEMDBP121D06,oem0146,apol5u8,TECHPROD-NADC-01,srv14806,unit19436,OEMDBP121D06_DB2,12,2,6,Prod,N,
OEMDBP121D06,oem0147,apol5u8,TECHPROD-NADC-01,srv11412,unit19438,OEMDBP121D06_DB1,16,2,8,Prod,N,
